restaurant,reviews,Label
더리버벨라쿠치나,"코스요리에 와인추가함. 모스카토 화이트와인  비추. 남김 ㅠ 굳이 드시고싶으시면 차가운상태에서 드세요.
전복리조또랑 트러프오일 리조또는 느끼하긴한데 맛잇음. 창가자리는 예약안하면 못안는다고 함.후식으로나오는 티라미슈는 맛잇음.뷰는 맘에듬.근데 두번갈곳은 아닌 듯 ㅠ",
더리버벨라쿠치나,"교통편외에는 경치하며 추억을 만들기에 전혀 부족함이 없는듯~
한강에 이런곳이?",
더리버벨라쿠치나,처음 가본곳인데 참 좋았다 날씨가 좋지않아 석양은 볼수없었지만 강북은 야경이 참 아름다웠다 처음으로 접하는 음식이지만 맞있게 잘 먹었다 한번쯤 더 가보고싶은 곳이다,
더리버벨라쿠치나,"맛있는 음식, 친절한 서비스 한강을 바라보며 식사를 하니 분위기가 전환되네요. 또한 한강을 산책하며 기분전환을할수있어 좋았습니다.",
더리버벨라쿠치나,경치 좋은 한강변 요트 선착장,
더리버벨라쿠치나,파스타와 토마토 절임이 너무 달아서 전체적으로 발란스가 나빴습니다ㅜㅜ 그 외의 코스도 한가지 향이나 맛이 지나치게 툭 튀는 느낌이어서 크게 맛이 없었습니다. 특히 하우스와인은 품질이 많아 떨어졌습니다.,
더리버벨라쿠치나,차로 가려면 잠수교 타야해서 헷갈렸어요 가는 길이 쉽진 않았지만 파스타도 맛있고 낮과 밤 모두 갔을 때 뷰가 훌륭했음 결론은 만족!!,
더리버벨라쿠치나,친절하고 고급스럽고 뷰과 멋져요. 잠시 외국에 와있는 기분을 느끼시려면 여기로.. 한강변이 이렇게 멋진 레스토랑이랑 카페가 더 많으면 좋겠어요.,
더리버벨라쿠치나,풍광도 좋고 서비스도  좋고 맛도 좋았어요. 다만 에어컨 때문에 너무 추웠어요. 그리고 아홉시에 문을 닫는 것도 아쉬워요,
더리버벨라쿠치나,물 위에서 즐기는 야경이 데이트하기에 좋은 분위기를 내준다~늦게 까지 하기에 너무 부담되지 않아 가벼운 마음으로 분위기를 즐기면 된다.,
더리버벨라쿠치나,한강에 떠있는 뷰 맛도 괜찮은~^^,
더리버벨라쿠치나,즐겁고 행복한 시간이었습니다~ ^^,
더리버벨라쿠치나,"뷔페음식 리필이 잘 안되어 먹을 수가 없다..
리필이 오래걸리고  되어도 너무 적게 가져다 놔서 몇명 가져가면 먹을 수도 없다..가본 뷔페중에 최악
..음식이 있어야 가져다 먹지..…",
더리버벨라쿠치나,"샐러드가 푸짐하고 맛있어요
스파게티는 맛은 괜찮으나 양이 작으네요
스테이크도 맛은 괜찮아요
세트보단 단품으로 샐러드가 좋아요",
더리버벨라쿠치나,일 년 전쯤에 갔었는데 배 엄청 나오신 체구의 남성 분이 매우 불친절 했습니다 쿠폰도 처음엔 안 된다고 안내하다 다시 된다고 하고 고객이 눈치 보게 만드는 그런 상황 다행히 전망이 좋아서 그걸로 경감했지만 서빙하는 분의 서비스는 영 아니었습니다 지금은 메뉴도 꽤 바뀌었고 그 분도 안 계실 수도 있겠네요.,
더리버벨라쿠치나,서울 한강변에서 가장 은밀한 곳에 위치한 레스토랑 및 요트를 탈수 있는 곳. 다소 가격 은 생각해야 함.,
더리버벨라쿠치나,전망이 좋아서 갈만해요. 밥은 안먹어봐서 맛과 가격은 모르겠어요. 그래도 한적하고 괜찮아요.,
더리버벨라쿠치나,"분위기는 괜찮은데...
코스 음식 설명도 없고 양이 너무 적어요
나와서 밥 또 먹었습니다...",
더리버벨라쿠치나,"세빗섬 컨벤션에 버금가는 한강 view와 식사, 이벤트를 함께 할수 있는 곳~~
새로 오픈해서 아직은 손님이 많지는 않지만 유망
교통이 약간 차로 접근하기 복잡한 곳임",
더리버벨라쿠치나,서비스나 서빙되는 식사 퀄리티가 의외로 괜찮음,
더리버벨라쿠치나,"사실 밥먹으러 아니고 저녁에 야경보러 갔습니다
주차장에서 보는 한강 야경이 좋습니다",
더리버벨라쿠치나,"낮에 가세요
밤엔 안보임",
더리버벨라쿠치나,전망은 좋은나 음식맛은 쫌 짠경향이 있었음. 분위기 맛으로 먹으면 좋음.,
더리버벨라쿠치나,세련되고 한강이 제대로 보이는 전망 자전거 타고 지나가다가 들러 샐러드만 시켜먹었는데 갑오징어 샐러드 맛있다,
더리버벨라쿠치나,"한강뷰는 매우 좋음
경치를 감안하면 음식값과 질은 평이함",
더리버벨라쿠치나,"야경도 물위의 보트도 멋있고, 음식도 훌륭했어요.",
더리버벨라쿠치나,분위기는 좋지만 가격대비 별로... 교통도 불편함 대중교통은 4호선 동작에서 내리는게 제일 나음,
더리버벨라쿠치나,음식이 맛있고 뷰도 좋았다! 식전빵부터 마지막 후식까지 전부 좋았다!,
더리버벨라쿠치나,더리버강남서초방배 맛집,
더리버벨라쿠치나,탁트여있어서 분위기 너무 좋아용 ㅎ,
더리버벨라쿠치나,가격 조굼 비싸지만 좋아요,
더리버벨라쿠치나,"경치 좋고 분위기도 좋은
직원들은 별로 ㅠ
몇번이나 갔지만 갈때마다 느끼는 뚱한 직원들...",
더리버벨라쿠치나,대중교통 이용시 동작대교위에 위치한 버스 정류소 이용을 추천,
더리버벨라쿠치나,더 리버까페 지나가다 방문했습니다. 한강의 선선한 바람 맞으며 커피 한잔 했는데 가격은 착하진 않아요.,
더리버벨라쿠치나,서울에서 제일 좋아하는 장소 중 하나. 의외로 음식도 괜찮다,
더리버벨라쿠치나,뷰가 좋고 음식도 맛있어요. 방역도 잘 하고 있구요,
더리버벨라쿠치나,조용함. 맛 완전함. 전부.. 깊은맛이었음. 8마넌짜리 코스는 전부다 완벽했음.,
더리버벨라쿠치나,양갈비를 먹었는데 맛있게 잘 먹었습니다. 아쉽게도 사진은 없네요,
더리버벨라쿠치나,뷰좋아요. 맛은 특별하지는 않지만 분위기에 ..ㅎ,
더리버벨라쿠치나,넘한강경치좋아요,
더리버벨라쿠치나,"커피는 비싸나, 다른 주차장보다 여유있고 쉬기에 편함",
더리버벨라쿠치나,깔끔하고 경치 좋음. 조용히 분위기 내야할때 추천,
더리버벨라쿠치나,뷰가 아주 이뻐요:),
더리버벨라쿠치나,한강을 즐길수 있는곳,
더리버벨라쿠치나,그냥 그저 그랬네요 동네에 분위기있는 카페같은느낌,
더리버벨라쿠치나,"모든 메뉴 정말 맜있네요~^^
양갈비가 특히 맜있어요!",
더리버벨라쿠치나,탁트인 한강을 볼수있는 야외테라스가 일품.,
더리버벨라쿠치나,"멋진 풍광, 복잡한 진입로.
맛은 그럭저럭",
더리버벨라쿠치나,내 사람들과 조용하고 좋은 음식을 즐기고싶을때 최고,
더리버벨라쿠치나,전망이 좋습니다.,
더리버벨라쿠치나,그런대로 괜찮은 거 같아요 뷰는 최고입니다,
더리버벨라쿠치나,슬로프가좋아요,
더리버벨라쿠치나,고급스럽고 특별한 경험이 필요할 때 추천합니다,
더리버벨라쿠치나,음식 분위기 서비스 다 만족할만한 곳입니다.,
더리버벨라쿠치나,분위기. 한강뷰 매우 굿. 가격도 적당한편!,
더리버벨라쿠치나,음식은 평타 분위기는 상타,
더리버벨라쿠치나,요트동호인 모임을 위한 복합시설,
더리버벨라쿠치나,"한강의 아름다움, 소중함과 위대함을 느낄 수 있는 곳",
더리버벨라쿠치나,한강 뷰가 바라보이는 멋진 레스토랑 입니다,
더리버벨라쿠치나,커피향 맡으며 강바람 즐기기 좋은 장소.,
더리버벨라쿠치나,여기 뷔페 음식들이 먹을만하고 괜찮아요.,
더리버벨라쿠치나,멋과 맛이 가득한곳,
더리버벨라쿠치나,디저트 빼고ㅠㅠ  다 맛있음,
더리버벨라쿠치나,낮에 물가에 앉으면 너무 넘실대는게 무섭지만 생각보다 음식이 괜찮았음,
더리버벨라쿠치나,진짜 좋았다...나중에 또 오고싶다.....ㅠㅠ,
더리버벨라쿠치나,넘 맛있어요~~또 가고싶은 곳,
더리버벨라쿠치나,"한강에서의 요트타임!
운치있고 좋아요!",
더리버벨라쿠치나,야트 타는 곳 날씨가 안좋아서 좀 별로였음.,
더리버벨라쿠치나,뷰가 너무 좋아요,
더리버벨라쿠치나,숨은 데이트 장소... 분위기 좋아요,
더리버벨라쿠치나,아주좋아요,
더리버벨라쿠치나,쉡이 바뀌면서 고퀄로... 가격은 ㅠ,
더리버벨라쿠치나,점심 주문 2시까지 받아요 ㅜㅜ,
더리버벨라쿠치나,회색빛한강물에   회색빛 외관건물이 우울하게 만듦,
더리버벨라쿠치나,코스 c 는 전부 다 시키지 않으면 안됨,
더리버벨라쿠치나,한강의 밤 분위기는 아주 좋음,
더리버벨라쿠치나,스테이크 맛있어요 o(^-^)o,
더리버벨라쿠치나,BMW 한독모터스 3시리즈 파티,
더리버벨라쿠치나,음식이 의외로 맛있는 곳.,
더리버벨라쿠치나,멋진뷰와 맛있는 식사,
더리버벨라쿠치나,프라이빗하게 식사하기 좋은 장소,
더리버벨라쿠치나,좋은 분위기 음식은 보통,
더리버벨라쿠치나,깨끗하고 좋아요,
더리버벨라쿠치나,뷰가 좋습니다.,
더리버벨라쿠치나,아주 멋져요,
더리버벨라쿠치나,분위기좋아요,
더리버벨라쿠치나,멋진곳이예요,
더리버벨라쿠치나,맛있는음식과 한강야경,
더리버벨라쿠치나,전망이 좋음,
더리버벨라쿠치나,분위기 죽임,
더리버벨라쿠치나,가격대비 너무햐,
더리버벨라쿠치나,야경이 멋들이짐,
더리버벨라쿠치나,뷰좋고 음식 좋고,
더리버벨라쿠치나,"음식이ㅠㅠ, 비유는 소굿",
더리버벨라쿠치나,멋진 한강 뷰,
더리버벨라쿠치나,또가고싶다,
더리버벨라쿠치나,뷰 최고!,
더리버벨라쿠치나,맛남,
더리버벨라쿠치나,비쌈,
더리버벨라쿠치나,후짐,
더리버벨라쿠치나,별로입니다.,
더리버벨라쿠치나,비쌈 근데 분위기,
더리버벨라쿠치나,굿입니다.,
더리버벨라쿠치나,간적없는데,
더리버벨라쿠치나,한강 야경,
더리버벨라쿠치나,결혼식,
더리버벨라쿠치나,나는 아래의 과소평가된 의견에 동의하지 않습니다. 내 방문은 매우 즐거웠습니다. 편안할 만큼 따뜻했고 전반적으로 뛰어난 서비스를 제공했습니다. 게다가 그들은 서울과 한강의 최고의 전경을 얻었습니다. 확실히 돌아올 것이다! :),
더리버벨라쿠치나,전(한국식 팬케이크)을 맛볼 수 있는 전통 한식당을 강력히 추천합니다.,
더리버벨라쿠치나,전망도 좋고 음식도 맛있습니다. 다만 가격이 좀 비싼 편입니다. 평일 점심시간에 오시는 걸 추천드려요. 이 기간은 바쁘고 평화롭지 않습니다.,
더리버벨라쿠치나,"너무 추워서 먹기엔 우리가 식당에 머무는 동안 그들은 히터를 틀었습니다. 비싼 가격을 생각하면 더 이상 거기에 가고 싶지 않습니다.
뷰만 좋음.",
더리버벨라쿠치나,전망은 놀랍고 낭만적인 저녁 식사에 적합합니다. 음식은 특별하지 않습니다. 아이스크림이 정말 맛있었어요.,
더리버벨라쿠치나,멋진 강변 전망과 요리,
더리버벨라쿠치나,멋진 전망. 특히 야간,
더리버벨라쿠치나,좋은 관광과 훌륭한 식사,
더리버벨라쿠치나,아주 고급스러운 커피,
더리버벨라쿠치나,예상보다 낫습니다.,
코퍼룸,"미국스타일의 버거를 완벽히 표현해놓은곳. 방송 탄 집이라 실제론 실망스러울까 걱정했던게 전혀 필요없었다. 진한 고기맛의 패티, 겉바속촉이 완벽한 수비드 치킨, 제대로 갖춰진 칠리치즈후라이. 시키는 메뉴마다 실패가 없다. 가격도 이정도 맛이면 혜자다.
한마디로 완벽한집.",
코퍼룸,"수요미식회에 나왔다던 카퍼룸! 점심시간에 잠깐 들러 햄버거 세트 주문! 내가 주문한건 BEEF CHILI JALAPENO 버거세트. 매콤한 칠리소스+할라피뇨 조합의 버거. 생각보다 맵지는 않았다. 수제버거 특성상 먹다보면 늬끼..해지는 걸 매콤한 소스가 잡아줘서 좋았다. 지인은 COPPER DOUBLE (무려 패티 더블ㅋㅋ)을 시켜서 먹었는데, 엄청 양이 많아보였다. 여기는 점심시간이어도 일찍가야하는데, 조리시간이 상당히…",
코퍼룸,점심세트로 가성비좋게 먹은기억이 있어서 요번에는  저녁시간에 또 찾아갔어요~ 소고기패티랑 감자튀김이 맛있어서 또 끌려왔다고 할수있어요. 싱글버거+감자프라이+피클두조각+맥주 17900원. 조금 더 신경써주는 플레이팅이랑 야채가추가되면 더 좋을 것같았어요. 가성비는 조금 아쉬워요~,
코퍼룸,"수제 맥주   수제 햄버거 짱..  내부에 놀거리더 다양하고, 연인끼리 가도좋고, 누구랑 가도 잼있을듯..",
코퍼룸,"수요미식회가 의심되는 순간.. 가성비 최악. 바베큐 플래터를 먹으려면 이태원, 강남에 있는 곳이 훨씬 낫고 수제버거 맛 자체는 훌륭하지만 양이 다른 수제버거집들의 절반정도에 사이드도 없이 딸랑 버거가 끝.",
코퍼룸,수요미식회? 버거는 모르겠지만 맥주는 특별함이 없는 집. 당구나 다트 등의 액티비티를 즐기는 분들이라면 방문할만하다.,
코퍼룸,"라마다호텔 지하에 있는 수제맥주집~
분위기 굿! 맛도 굿! 원하는 맥주가 다 있진 않아 좀 아쉽긴했지만~~그래도 좋았어요",
코퍼룸,햄버거로 유명한데 먹어보진 못했음. 플래터는 쏘쏘했고 맥주는 블랑 강추. 친절하진 않음.,
코퍼룸,"패티가 아주 인상적이었다
무료로 즐길 수있는 탁구대.포켓볼 한 편에 있다",
코퍼룸,다양한 즐길거리가 있어서 좋지만 음식 맛은 별로에요.,
코퍼룸,"트러플 머쉬룸 버거 그냥 맛이 쥐긴다
한입물면 짭조름한 소금맛에 어울리는 트러플향
패티와 양파의 조화
수제버거 맛집",
코퍼룸,수요미식회에 나온 맛집인데 수제버거집중에서 그나마 조금 더 늦게까지 영업하는 집이라 늦은 시간에도 주문이 가능하네요 ㅎㅎ,
코퍼룸,"다 태워버린 패티
퀄리티도 별로
수요미식회?…",
코퍼룸,햄버거 나쁘진 않은데 막 찾아와서 먹을만한 맛까지는 아니었어요,
코퍼룸,"햄버거, 맥주 모두 맛있지만 무엇보다 트러플 오일과 치즈가 섞인 감자튀김이 최고에요",
코퍼룸,햄버거 넘 맛나요. 맥주도 맛있구요,
코퍼룸,가격에 비해 좀 아쉬운 구성. 좀 더 풍성하길 바라는 것은 욕심일까?,
코퍼룸,"쉑쉑, 카퍼룸 어디가 좋냐? 둘다좋다!",
코퍼룸,"햄버거 와따 최근 약 3년간 먹은 모든 버거 통틀어 최고
선릉역 갈일이없어서 안가는데 우연하게 지나가다 들렀습니다
찾아서라도 올법하네요…",
코퍼룸,맥주와 버거는 매우 맛있었습니다. 치킨도 맛언 있었지만 식으니 너무 퍽퍽하더군요. 그리고 땅콩을 안주로 시켰는데 오래되었는지 쩐내가 나서 거의 먹지를 못했네요.땅콩을 제외하고는 모두 만족스러웠습니다.,
코퍼룸,짭쪼름하니 좋다,
코퍼룸,"수제 햄버거 집. 맥주도 같이 즐길 수 있다. 가격대는 세트메뉴를 기준으로 10000+-2000 정도. 수제 햄버거는 일반 햄버거 보다 비교하는 게 실례일 정도로 맛있지만 양이 상대적으로 적다. 맥앤치즈 라는 사이드 메뉴를 같이 먹으면 꽤 포만감을 느낄 수 있다. 점심, 저녁 시간에 가격 차이가 있기 때문에 햄버거만(술말고)을 먹고 싶다면 점심시간에 방문하는 것을 추천한다. 당구대와 다트도 있음.",
코퍼룸,햄버거는 웬만하면 다 맛있는듯 근데 빵이 한번 안구워져서 나와서 모닝빵먹는 기분이 든적이있긴함.. 윙세트 시키면 나오는 닭날개가 진짜 개맛있다.. 피자는 맛없음,
코퍼룸,"수제맥주가 완전 맛있습니다.
과일향나는 라거나 진한 흑맥주 모두 완전 최고에요.
다만 햄버거, 어니언링 등을 시켰는데 완전 별로 였어요.…",
코퍼룸,"수요미식회에 나온 햄버거로 유명한 집인데 가볍게 맥주 한 잔을 먹기에도 좋다. 라마다호텔 지하에 위치해서 주차도 편리하고 지하철 9호선으로 접근성도 좋은 편이다. 넓직한 실내에는 탁구대와 당구대, 다트와 농구 게임기가 놓여 있어서 가벼운 게임을 즐길 수도 있다. 나는 친구들과 가족모임 후에 2차 장소로 몇번 갔었는데 생각보다 붐비지 않아서 좋았다.",
코퍼룸,"서울에서 수준급에 수제버거를 먹을수 있는곳  런치타임에 방문한다면 합리적인 가격은 덤, 디너나 미드나잇이라면 맥주와 여러가지 게임을 즐겨보는 것도 좋음",
코퍼룸,점심시간에는 세트를 합리적인 가격에 즐길 수 있다. 저녁시간엔 햄버거는 비싼감(?)이 있응수도 있지만 양조장이 있어 훌륭한 맥주 맛을 즐길 수 있다,
코퍼룸,무난하게 맛있는 수제버거집👏👏…,
코퍼룸,분위기는 괜찮은데 맛은 평범해요,
코퍼룸,서빙이 너무 아마추어 같아요. 소규모 친구들끼리 다양한 놀이하면서 즐기기에는 좋으나 단체모임에는 부적합해요. 음식도 좀 평범한 편이네요. 버팔로윙은 날개가 통채로 나와 좀은 충격,
코퍼룸,"수제햄버거집에 정석 사진은 다먹고 기억나서 못찍었네요

가격대는 좀 있지만 8천원짜리 기본 하나 먹어도 든든합니다.",1
코퍼룸,빵의 식감과 두깨감이 좋다 블루치즈 버거를 추천하는데 블루치즈의 향이 조금 더 있었다면... 하는 아쉬움이 남는다,0
코퍼룸,"미국 동부 풍의, 깔끔하고 쾌적한 펍. 맥주들 모두 맛있었구요, 안주도 훌륭했습니다. 가격도 비교적 적당하네요! 또 가고 싶은 곳.",2
코퍼룸,"햄버거 패티가 너무 딱딱해요. 음료는 탄산이 빠져서 설탕물이네요. 어떻게 수요미식회에 나왔는지.
버거킹 햄버거가 더 맛있을듯. 피쉬엔칩스도 별로네요",-2
코퍼룸,미국의 펍같은 느낌.  수요미식회에 나왔던 버거 안주가 괜찮음,1
코퍼룸,"괜찮은 편. 호텔 지하 치고 한산한 편이나 테이블 간격이 넓고 맛도 괜찮음. 다트나 당구, 농구게임기 있어서 저녁시간 시간 보내기 좋음.",1
코퍼룸,"신세대가 좋아할만하고 햄버거 패티를 잘 구워서 맛이 좋으며 싱글 더블 선택가능함
미국의 five guys hamburger 느낌",1
코퍼룸,"맛있게 먹었습니다만, 패티가 오버쿡된 느낌이었어요. 런치 커플 세트는 맥주로 안바꿔줘서 실망..",-1
코퍼룸,점심 메뉴의 가격대비 성능이 매우 뛰어났습니다. 분위기도 괜찮아서 가벼운 회식자리로 괜찮은 것 같네요.,1
코퍼룸,햄버거가 아주 맛있었어요. 감자튀김도 맛있고..분위기도 좋았어요,1
코퍼룸,"비싸다
하지만 맛있다
사람이 붐비지 않는편…",
코퍼룸,점심시간에 방문하면 합리적인 가격의 수제버거를 맛볼수있습니다,
코퍼룸,"수제버거 패티가 정말 부드럽고 맛있습니다
분위기도 좋고 직원들도 친절해요",
코퍼룸,선릉역 주변에서의 여유를...,1
코퍼룸,라마다에 가면 늘 들리는 곳. 예전에는 많이 활기차고 ..요즘은 코로나 때문에...시설 보수도 좀 필요해 보여요..그래도 맥주는 기가ㅜ막히네요..,1
코퍼룸,맛있음. 햄버거 짱짱 수요미식회에도 나온집이랍니다,1
코퍼룸,"지하장소입니다. 넓어요. 당구대, 미니 농구대도 있어요. 환기가 지하여서 좀 좋지 않아요.",-1
코퍼룸,맛집이라더니 완전 꽝... 말라비틀어진 야채 나오고 닭튀김 누린내남. 버거는 먹을만함...,-2
코퍼룸,"￦9,500 런치세트 좋아요..",1
코퍼룸,"맛있고 분위기는 좋은데, 게임은 공짜안되면, 조금 싸게라도~~땀 마니 흘렸으면, 맥주랑 음식 겁나 시켰을텐데 ㅠㅠ",
코퍼룸,맛있는 수제버거 그러나 가격은 좀 쎄요,
코퍼룸,오리지날을 추천합니다...상당히 맛있는버거를 먹을수있습니다.,1
코퍼룸,맛있다. 미국서부 In and Out Burger보다 낫다. 조금 비싸지만.,-1
코퍼룸,"모던하고 분위기 좋음, 도시 직장인들의 휴식공간 펍의 느낌
맥주 마시면서 저녁 간단하게 먹기 좋음",
코퍼룸,"블루치즈 맛이 좀 더 쎘으면 훨씬 맛있었을 듯
양&소는 평범함, 양 비율이 더 높아야 느낌있을 듯",
코퍼룸,점심 시간을 꽉채워 겨우 먹고 나왔습니다. 맛있네요.,1
코퍼룸,비프앤램버거가 최고! 가서 탁구를 할 수 있다는게 좋음,1
코퍼룸,햄버거 맛있다,1
코퍼룸,"넓고 사람도 많이없음 다트랑 포켓볼도 가능
맥주맛있고 햄버거도맛나용",1
코퍼룸,맥주맛은 좋은데 직원들 서비스가 그다지 빠르거나 친절하지 않음,-1
코퍼룸,맛있습니다 수제버거는 확실히 패티가 굿!!!,1
코퍼룸,버거와 맥주 가볍게..캐주얼 모임에 좋아요,1
코퍼룸,맛있고 분위기 좋고 오락거리도 있는데 비쌈,-1
코퍼룸,미국에서  오신 손님 모시고 갔는데 맛있었다고 극찬한집,1
코퍼룸,버거가성비는 별룬데 주차되구 세트시키면 쏘쏘 액티비티하면 굿,-1
코퍼룸,건강검진받고 와서 햄버거를 굿.,
